buy,5,2,10,100.00,-1050.00
buy,21,7,6,141.02,-876.12
sell,8,1,0.0,383.86,0.00
buy,0,0,1464,3.40,-4997.60
buy,0,1,8300,0.60,-5000.00
buy,0,2,1082,4.60,-4997.20
buy,0,3,3112,1.60,-4999.20
buy,0,4,1185,4.20,-4997.00
buy,0,0,1464,3.40,-4997.60
buy,0,1,8300,0.60,-5000.00
buy,0,2,1082,4.60,-4997.20
buy,0,3,3112,1.60,-4999.20
buy,0,4,1185,4.20,-4997.00
buy,0,0,49,100.00,-4920.00
buy,0,1,38,130.00,-4960.00
buy,0,2,12,400.00,-4820.00
buy,0,3,19,260.00,-4960.00
buy,0,4,15,330.00,-4970.00
